zone,state,lga,ea,hhid,indiv,NEWMEMBER,s1q4,s1q2,s1q3,s1q3_os,s1q6,s1q8,s1q9,s1q10,s1q11,s1q12,s1q13,s1q14,s1q15,s1q15a,s1q16,s1q17,s1q18,s1q19_1,s1q19_2,s1q19_3,s1q19_4,s1q19a,s1q19b,s1q19c,s1q19d,s1q20,s1q21,s1q22a,s1q22b,s1q23,s1q23_os,s1q24,s1q25,s1q26,s1q27,s1q28,s1q29,s1q29b,s1q30,s1q31,s1q32,s1q33,s1q34,s1q34_os,s1q34b,s1q35,s1q36,s1q36_os,s1q37,s1q38,s1q39,s1q39_os,s1q39a,s1q39b,s1q39c,s1q39d,s1q39e,s1q39f,s1q39g,s1q39h,s1q39i__1,s1q39i__2,s1q39i__3,s1q39i__4,s1q39i__5,s1q39i__6,s1q39i__7,s1q39i__8,s1q39i__9,s1q39i__10,s1q39i__11,s1q39i__12,s1q39i__13,s1q39i__14,s1q39i__96,s1q39i_os,s1q39j,s1q39k__1,s1q39k__2,s1q39k__3,s1q39k__4,s1q39k__5,s1q39k__6,s1q39k__7,s1q39k__8,s1q39k__9,s1q39k__10,s1q39k__11,s1q39k__12,s1q39k__13,s1q39k__14,s1q39k__96,s1q39k_os,s1q40a,s1q40b,s1q40c,s1q40d,s1q41,s1q42a,s1q44,months_left,s1q45,s1q45_os
3. North West,19. Kano,1924. KIRU,356,199032,2,0,1. YES,2. FEMALE,2. SPOUSE,,54,2. NO,,,1969,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,51. QUARANIC,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,3,0,1. YES,2. FEMALE,2. SPOUSE,,44,2. NO,,,1979,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,51. QUARANIC,15. ACCOMODATION &amp; FOOD SERVICES,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,4,0,1. YES,2. FEMALE,3. OWN CHILD,,20,2. NO,,,2003,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,5,0,1. YES,1. MALE,3. OWN CHILD,,21,2. NO,,,2002,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,6,0,1. YES,1. MALE,3. OWN CHILD,,5,2. NO,,2. FEB,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,5101,1,,1. MALE,3. OWN CHILD,,2,2. NO,,8. AUG,2021,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,6. JUN,2021,1. NEW BORN,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199032,5102,1,,2. FEMALE,3. OWN CHILD,,0,2. NO,,4. APR,2023,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,8. AUG,2023,1. NEW BORN,,,1. YES,1,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,1,0,1. YES,1. MALE,1. HEAD,,61,2. NO,,,1962,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),27,1. YES,2,,,,1989,,,,2. NO,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,2. NO,51. QUARANIC,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,2,0,1. YES,2. FEMALE,2. SPOUSE,,54,2. NO,,,1969,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,2. NO,51. QUARANIC,19. NEVER WORKED,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,4,0,1. YES,1. MALE,3. OWN CHILD,,31,2. NO,,,1992,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,5,0,1. YES,1. MALE,3. OWN CHILD,,18,2. NO,,,2005,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,6,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,7,0,1. YES,1. MALE,3. OWN CHILD,,13,2. NO,,,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,8,0,1. YES,1. MALE,3. OWN CHILD,,5,2. NO,,2. FEB,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,11,0,1. YES,2. FEMALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,12,0,1. YES,2. FEMALE,3. OWN CHILD,,6,2. NO,,5. MAY,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,13,0,1. YES,2. FEMALE,3. OWN CHILD,,8,2. NO,,,2015,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199033,1401,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11. DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. JAN,2022,,,,1485,,
3. North West,19. Kano,1924. KIRU,356,199033,1402,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13. NEVER BEEN A MEMBER / RECORDED WRONGLY IN WAVE 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,,
3. North West,19. Kano,1924. KIRU,356,199033,5101,1,,1. MALE,3. OWN CHILD,,32,2. NO,,,1991,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,4. DIVORCED,20,,,,,,,,,,,,5. MAY,2023,4. DIVORCE /SEPARATION,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,1,0,1. YES,1. MALE,1. HEAD,,74,2. NO,,,1949,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),25,1. YES,2,4,5,,1971,1974,2003,,2. NO,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,2,0,1. YES,2. FEMALE,2. SPOUSE,,69,2. NO,,,1954,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,51. QUARANIC,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,4,0,1. YES,2. FEMALE,2. SPOUSE,,47,2. NO,,,1976,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,5,0,1. YES,2. FEMALE,2. SPOUSE,,42,2. NO,,,1981,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,51. QUARANIC,8. WHOLESALE &amp; RETAIL TRADE,1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,6,0,1. YES,2. FEMALE,3. OWN CHILD,,19,2. NO,,,2004,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,7,0,1. YES,2. FEMALE,3. OWN CHILD,,14,2. NO,,,2009,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,8,0,1. YES,2. FEMALE,3. OWN CHILD,,12,2. NO,,,2011,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,9,0,1. YES,1. MALE,3. OWN CHILD,,5,2. NO,,4. APR,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,10,0,1. YES,2. FEMALE,3. OWN CHILD,,17,2. NO,,,2006,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199034,5101,1,,2. FEMALE,3. OWN CHILD,,1,2. NO,,3. MAR,2022,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,3. MAR,2022,1. NEW BORN,,,1. YES,1,,,,,1. YES,5,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,1,0,1. YES,1. MALE,1. HEAD,,48,2. NO,,,1975,2. NO,2. NO,2. NO,4,1. YES,1. MARRIED (MONOGAMOUS),26,1. YES,2,,,,2001,,,,2. NO,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,51. QUARANIC,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,2,0,1. YES,2. FEMALE,2. SPOUSE,,35,2. NO,,,1988,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,3,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,51. QUARANIC,51. QUARANIC,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,9. SEP,2021,,,1. INSIDE NIGERIA,1924. KIRU,,23,2. SALE OF LAND,
3. North West,19. Kano,1924. KIRU,356,199035,4,0,1. YES,1. MALE,3. OWN CHILD,,15,2. NO,,,2008,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,5,0,1. YES,1. MALE,3. OWN CHILD,,10,2. NO,,,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,6,0,1. YES,1. MALE,3. OWN CHILD,,8,2. NO,,,2015,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,7,0,1. YES,1. MALE,3. OWN CHILD,,6,2. NO,,6. JUN,2017,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,9,0,1. YES,2. FEMALE,3. OWN CHILD,,4,2. NO,,7. JUL,2019,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,201,0,1. YES,1. MALE,3. OWN CHILD,,3,2. NO,,2. FEB,2020,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199035,401,0,1. YES,1. MALE,3. OWN CHILD,,2,2. NO,,4. APR,2021,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,1,0,1. YES,1. MALE,1. HEAD,,31,1. YES,1. YES,,1992,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),25,1. YES,2,,,,2015,,,,1. YES,1,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,51. QUARANIC,15. ACCOMODATION &amp; FOOD SERVICES,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,2,0,1. YES,2. FEMALE,2. SPOUSE,,25,1. YES,1. YES,,1998,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,2. MARRIED (POLYGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,51. QUARANIC,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,2. NO,51. QUARANIC,15. ACCOMODATION &amp; FOOD SERVICES,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,3,0,1. YES,1. MALE,3. OWN CHILD,,7,1. YES,1. YES,,2015,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,1301,0,1. YES,2. FEMALE,3. OWN CHILD,,4,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",5. MAY,2019,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,1302,0,1. YES,1. MALE,3. OWN CHILD,,2,2. NO,,8. AUG,2021,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1924. KIRU,356,199036,1303,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10. LEFT TO SET UP OWN HOME,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. JAN,2022,,,1. INSIDE NIGERIA,1938. TARAUNI,,19,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
3. North West,19. Kano,1924. KIRU,356,199036,1304,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9. MOVED WITH FAMILY,,,0. NONE,0. NONE,,,,2. NO,,,,,,,,,,,,,,,,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1. JAN,2022,,,1. INSIDE NIGERIA,1938. TARAUNI,,19,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
3. North West,19. Kano,1927. KURA,622,199037,1,0,1. YES,1. MALE,1. HEAD,,43,2. NO,,,1980,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),25,1. YES,2,,,,2007,,,,2. NO,,,,,,,2. NO,,2. NO,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,622,199037,2,0,1. YES,2. FEMALE,2. SPOUSE,,33,2. NO,,,1990,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,51. QUARANIC,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,622,199037,3,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,16. P6,24. SS1,,,,2. NO,,,,,,,,,,,,,,,,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7. JUL,2021,,,1. INSIDE NIGERIA,1905. BICHI,,27,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
3. North West,19. Kano,1927. KURA,622,199037,4,0,1. YES,2. FEMALE,3. OWN CHILD,,12,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2011,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,622,199037,5,0,1. YES,1. MALE,3. OWN CHILD,,8,1. YES,1. YES,,2015,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. North West,19. Kano,1927. KURA,622,199037,6,0,1. YES,1. MALE,3. OWN CHILD,,4,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",5. MAY,2019,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
