zone,state,lga,sector,ea,hhid,indiv,FILTER,s1dq1,s1dq3a,s1dq3b,s1dq3c_1,s1dq3c_2,s1dq3c_os,s1dq4,s1dq4_os,s1dq4a,s1dq4a_os,s1dq4b_1,s1dq4b_2,s1dq4b_os,s1dq5,s1dq5_os,s1dq6,s1dq7,s1dq7a__1,s1dq7a__2,s1dq7a__3,s1dq7a__4,s1dq7a__96,s1dq7a_os,s1dq7b,s1dq7b_os,s1dq8a,s1dq8b,s1dq8c,s1dq8c_os,s1dq8d__1,s1dq8d__2,s1dq8d__3,s1dq8d__4,s1dq8d__5,s1dq8d__6,s1dq8d__7,s1dq8d__8,s1dq8d__9,s1dq8d__10,s1dq8d__11,s1dq8d__12,s1dq8d__13,s1dq8d__14,s1dq8d__15,s1dq8d__16,s1dq8d__17,s1dq8d__18,s1dq8d__19,s1dq8d__96,s1dq8d_os
6. South West,27. Ogun,2712. IKENNE,2. RURAL,172,279047,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,1. YES,2022,2. GENERAL LACK OF MONEY/POOR HOUSEHOLD ECONOMIC CONDITIONS,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,172,279047,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,172,279048,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,172,279048,4,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,201,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,202,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,203,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,204,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,205,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279049,206,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279051,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279051,2,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to another country,,6. CANADA,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279051,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279051,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279052,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to another country,,96. OTHER (SPECIFY),TOGO,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279052,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279053,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279053,3,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,6. CANADA,,EASIER TO FIND A JOB,RELATIVES OR/AND FRIENDS LIVING THERE,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279053,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279054,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279054,2,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279054,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279054,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,EASY/SAFE ROUTE TO GET THERE,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,3,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,EASY/SAFE ROUTE TO GET THERE,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279056,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279057,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279058,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,2,1. YES,1. YES,1. YES,1. PERMANENTLY,7. START A NEW FAMILY,,,No preference ,,,,,,,3. DON'T KNOW WHERE TO GO,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,201,1. YES,1. YES,1. YES,1. PERMANENTLY,2. START UP A NEW BUSINESS,1. FIND BETTER JOBS,,Moving to another country,,5. UNITED STATES OF AMERICA,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,401,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,24. Lagos,2420. SURULERE (LAGOS),2. RURAL,0,279059,601,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279060,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279060,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2712. IKENNE,2. RURAL,356,279060,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279061,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279061,1801,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279061,1901,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279065,401,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279065,804,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,0,279066,1,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to another country,,5. UNITED STATES OF AMERICA,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,0,279066,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,28. Ondo,2813. ODIGBO,2. RURAL,0,279066,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279067,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279068,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279068,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279068,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279068,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279068,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279069,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279069,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279069,1302,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279069,1401,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,2. RURAL,864,279069,1501,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,5103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279073,5104,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279074,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,7,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,8,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,1304,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279078,1801,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279080,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279080,1401,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279081,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279082,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279082,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,4,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,5,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2716. ODEDA,2. RURAL,44,279083,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2701. ABEOKUTA NORTH,2. RURAL,0,279084,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2701. ABEOKUTA NORTH,2. RURAL,0,279084,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2701. ABEOKUTA NORTH,2. RURAL,0,279084,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2701. ABEOKUTA NORTH,2. RURAL,0,279084,701,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279087,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279087,2,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,RELATIVES OR/AND FRIENDS LIVING THERE,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279087,101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,2,1. YES,1. YES,1. YES,1. PERMANENTLY,2. START UP A NEW BUSINESS,1. FIND BETTER JOBS,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,EASIER TO GET VISA/WORK PERMITS/DOCUMENTATION,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,1401,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,1402,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279088,1403,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279089,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279090,1,1. YES,1. YES,1. YES,1. PERMANENTLY,7. START A NEW FAMILY,1. FIND BETTER JOBS,,Moving to another country,,2. GERMANY,,EASIER TO FIND A JOB,RELATIVES OR/AND FRIENDS LIVING THERE,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,,,,1. YES,2022,3. LACK OF CONNECTIONS OR ACQUAINTANCES,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,279091,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,279091,3,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,279091,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2715. OBAFEMI OWE,1. URBAN,0,279091,1701,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279092,1,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
6. South West,27. Ogun,2720. SHAGAMU,1. URBAN,1048,279092,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
